uid,year,movie_ids
1620439,1995,57
1620439,2002,97
1620735,2002,"52,97"
1620760,2002,28
1620761,1964,46
1620769,2004,"8,108"
162078,2000,33
1620784,2003,30
1620835,2004,32
1620996,1964,46
1621023,2002,97
1621025,2000,33
1621089,1964,46
1621308,1996,44
1621427,2003,30
1621533,2000,33
1621546,2003,30
1621548,2003,30
1621646,2004,68
1621674,2002,52
1621703,1995,57
1621803,2003,30
1621848,1996,78
1622035,1956,79
1622041,2002,52
1622196,2002,52
1622407,2004,32
1622427,2003,30
1622504,1994,18
1622913,2002,97
1622913,2003,30
1622945,2003,30
1623050,2004,68
1623070,2003,30
162313,1995,77
1623225,1996,58
1623286,2003,30
1623287,2000,33
1623349,2001,48
1623349,2002,28
1623383,1996,58
1623423,2004,8
162348,2004,32
1623526,1996,44
1623526,2003,30
1623668,2003,30
162368,2004,32
1623720,1997,3
1623720,2002,97
1623763,2003,30
1623764,1952,76
16239,2003,30
1624280,2003,30
1624394,2003,30
1624455,1995,77
1624567,1996,44
1624567,2003,30
1624609,2004,68
1624667,1996,58
1624670,2003,30
1624795,2003,30
1624904,2002,28
1624976,1996,58
1624985,2004,32
1625050,1956,79
1625247,1995,77
1625247,2002,28
1625247,2003,30
1625448,1994,18
1625538,2003,30
162554,2003,30
1625634,2000,33
1625757,2002,97
1625869,1996,16
1625869,2002,28
1625982,2003,30
1626038,2003,30
1626224,1995,77
1626224,2003,30
1626426,2002,52
1626771,1964,46
162679,2000,33
1626921,2002,28
1627119,2003,30
1627244,2002,28
16273,1952,76
162756,1996,58
1627590,1983,83
1627609,2004,8
1627650,2002,28
1627658,2003,30
1627867,1964,46
1627955,1952,76
1628162,1952,76
1628290,2004,8
1628403,2004,68
1628419,1964,46
1628433,2002,97
1628484,2004,68
162854,2003,30
1628597,1996,58
1628640,1996,78
1628766,2003,30
1628766,2004,56
1629176,2002,28
1629209,2000,33
162926,1996,78
1629289,2003,30
1629301,2002,28
1629418,2003,30
1629440,2000,33
1629440,2002,28
1629446,2002,52
1629450,2003,30
1629450,2004,32
1629456,2002,28
1629636,2003,30
1629647,2002,28
1629734,1983,83
1629801,2003,30
162988,2003,30
163014,2002,28
1630241,2002,84
1630241,2003,30
1630419,1996,58
1630436,1964,46
1630714,2003,30
1630726,2003,30
1630782,1996,58
1630782,2002,28
1630822,2003,30
1630842,2003,30
163093,1965,104
163094,1994,18
1630967,2002,84
1631054,1996,58
1631054,2004,8
1631087,1996,58
1631168,1995,77
1631237,2000,33
1631263,2004,32
1631272,1964,46
1631272,1996,58
1631272,2002,28
1631334,2002,28
1631433,2003,30
1631593,2003,30
1631642,1983,83
1631698,2002,28
1631809,2003,30
1631999,2003,30
1632041,1983,83
1632046,2004,68
1632068,1964,46
1632068,2002,"28,84"
1632068,2003,30
1632243,2003,30
1632578,1983,83
1633055,1996,44
163314,2003,30
1633160,2003,30
1633361,1964,46
163372,2002,52
1633756,1996,58
1633756,2002,28
1633860,2003,30
1633923,2004,32
1634140,1996,58
1634268,2002,97
1634480,1956,79
1634652,2001,48
1634821,2003,30
163501,1996,58
1635121,2003,30
1635136,2003,30
1635197,2002,28
1635220,1983,83
1635276,2002,"84,97"
1635416,2002,28
1635863,1994,18
1635876,2004,8
1636145,1952,76
1636164,1952,76
1636164,1995,77
1636268,1952,47
1636332,2002,28
1636375,2002,28
1636806,2003,30
1636853,2002,28
1636893,2003,30
1637067,2000,33
1637166,2003,30
1637213,2002,28
1637237,1983,83
1637403,2002,28
1637504,1964,46
1637683,1952,47
1637776,2003,30
1637804,2004,32
1638238,1996,44
1638241,2002,28
1638252,1952,76
1638402,2000,33
1638515,2003,30
1638551,2002,97
1638636,1994,18
163875,2003,30
16388,2002,28
16388,2003,30
163893,1996,58
163893,2002,28
1638987,2003,30
1639014,2000,33
1639386,1996,58
1639386,2002,28
1639560,2003,30
16397,1956,79
1640008,2003,30
1640375,1956,79
1640519,1996,58
1640526,1983,83
1640549,1994,18
1640555,1994,18
1640555,1996,58
1640555,2001,48
1640592,2004,68
1640627,2001,48
1640722,2002,28
1640731,1996,58
1640830,2003,30
1640855,2002,28
1641063,1983,83
1641063,2003,30
1641072,1995,57
1641147,2002,52
1641163,2000,33
1641201,2002,28
1641433,2003,30
1641463,1994,18
1641506,1952,76
1641506,2002,28
1641526,2003,30
1641705,1952,76
1641705,1964,46
1641798,2002,28
1641911,1952,76
1642162,2000,33
1642330,1996,16
1642347,2002,97
1642434,2003,30
1642506,2003,30
1642552,1995,55
1642643,2004,108
1642678,2001,48
1642693,2003,30
1642791,2003,30
1643106,1994,18
1643156,2002,28
164319,2000,33
1643488,1952,47
1643679,1983,83
1643718,2000,33
1643984,2002,28
1643997,2004,56
1644111,2003,30
1644335,1994,18
1644520,2002,28
1644734,2003,30
1645067,2000,33
1645067,2003,30
1645189,2003,30
1645203,2003,30
1645206,2000,33
1645284,2002,28
164532,2003,30
1645449,2002,28
1645535,1995,77
1645663,1996,58
1645663,2003,30
1645733,2002,52
1645733,2003,30
1646288,2002,97
1646303,2002,28
1646323,2003,30
1646355,2002,"28,52"
1646405,2003,30
1646408,1996,58
164647,1983,83
1646525,2003,30
1646639,2003,30
1646693,1956,79
1646764,2002,52
1647009,2004,108
1647113,1996,58
1647370,2003,30
1647469,2003,30
1647596,1996,58
1647788,2003,30
1647974,1964,46
1647980,2002,97
1648074,2002,97
1648128,1964,46
1648128,2001,48
1648247,2003,30
1648276,1996,58
1648379,2004,8
1648695,2004,8
1648819,2003,30
164882,1956,79
1649034,1965,104
1649068,1996,58
1649154,2004,8
1649217,1983,83
1649373,2003,30
164938,1996,44
1649513,1952,76
1649564,2003,30
1649826,1996,58
1649869,1995,77
1649897,2003,30
1649966,2003,30
1650617,2003,30
1650929,1994,18
1651226,2003,30
1651315,2003,30
1651646,2002,28
1652073,2004,8
1652098,1983,83
1652153,2002,28
1652206,2003,30
1652443,2002,"28,84"
165247,2001,48
165247,2002,28
165247,2003,30
1652747,2003,30
1652756,2004,68
1653368,2005,17
165337,2004,26
1653436,2003,30
1653552,2000,33
1653681,2004,68
1653998,2002,28
1654024,1983,83
1654130,2003,30
1654132,2003,30
1654205,2003,30
1654255,2000,33
1654264,2003,30
1654390,2003,30
1654478,1965,104
1654507,2002,28
1654508,1995,57
1654508,2004,8
1654549,2000,33
1654591,2003,30
1654594,2003,30
1654615,1964,46
1654617,2000,33
1654617,2004,68
1654619,1952,76
1654828,2003,30
165485,1994,18
165485,2003,30
1654854,1996,58
1655211,1994,18
1655322,2003,30
1655534,2003,30
1655583,1983,83
1655583,1996,44
1655620,2003,30
1655692,2002,28
1655778,2000,33
1655778,2002,28
16558,2002,28
165595,1994,18
1656050,2002,28
1656117,2003,30
1656166,2003,30
1656284,2004,68
1656401,2003,30
1656519,2003,30
1656649,1996,44
1656777,2003,30
1656835,2002,28
1656837,2003,30
1657077,2002,52
1657283,1994,18
1657342,1996,58
1657342,2002,28
1657342,2003,30
1657490,2004,8
1658140,2002,28
1658172,1983,83
165821,2003,30
1658322,2004,8
1658341,2003,30
1658465,2004,68
1658467,1994,18
1658518,1983,83
165856,2003,30
165856,2004,8
1658698,2003,30
1658716,2002,28
1658790,2002,28
1658790,2003,30
1658868,2003,30
1659007,2003,30
1659075,1952,76
1659128,2002,28
1659178,1996,58
1659198,1983,83
1659386,2003,30
1659519,1983,83
1659955,2000,33
1660002,2000,33
1660196,1996,58
1660196,2001,48
166041,2002,28
1660465,2002,28
1660468,2004,8
1660501,2002,28
1660543,2000,33
1660662,2001,48
1660800,1996,58
1661344,1996,58
1661347,2003,30
1661485,1952,76
1661583,2002,28
1661647,2000,33
1661657,1994,18
1661673,2003,30
1661985,2003,30
1662132,2003,30
1662320,2002,28
1662695,1996,44
1662714,2002,97
1662714,2003,30
1662724,2003,30
1662751,1996,58
166284,1995,77
166284,2003,30
1662904,2003,30
166291,2002,28
1663025,2003,30
1663474,2002,28
1663536,2004,68
1663569,1995,77
1663569,2004,8
1663694,2000,33
1663724,1996,44
1663828,2002,28
1663881,2002,97
1663888,1983,83
1663888,1995,57
1663888,1996,58
1663888,2002,97
1664,2002,28
1664010,1952,"47,76"
1664010,1956,79
1664010,1965,104
1664010,1983,83
1664010,1995,"55,57,77"
1664010,1996,"16,44,58"
1664010,1997,3
1664010,2000,33
1664010,2002,"28,52,84,97"
1664010,2003,30
1664010,2004,"26,32,56,68"
1664088,2003,30
166410,1964,46
166412,2003,30
1664306,1983,83
1664458,1996,58
1664629,2004,8
1664712,1965,104
1664745,2003,30
1664944,2000,33
1665014,2002,28
1665403,1964,46
1665636,2002,84
1665776,2000,33
1665792,2002,28
1665824,2004,32
1665904,2003,30
1665929,2002,28
1666097,2004,32
1666122,2000,33
1666394,2000,33
1666394,2004,8
1666444,2003,30
1666613,2002,28
1666613,2005,17
1666862,2003,30
1666920,2002,28
1666920,2003,30
1667316,2002,28
1667656,2002,28
1667864,2003,30
1667929,2003,30
1668014,2002,28
1668072,1996,58
1668189,2003,30
1668401,2003,30
1668468,1983,83
1668779,2004,68
1668888,1997,3
166897,2002,28
1669108,2004,68
1669229,2002,28
1669360,1996,58
1669465,1983,83
166977,2003,30
1670385,2003,30
1670457,2000,33
1670562,2004,26
1670616,2003,30
1670623,2002,28
1670767,1983,83
16708,2003,30
1670839,1996,58
1670928,2003,30
1671056,2003,30
1671154,2003,30
1671155,2002,28
1671223,1994,18
1671315,2002,28
1671315,2003,30
1671383,1996,58
1671387,2002,28
1671495,2003,30
1671555,1994,18
1671609,2000,33
1671687,2003,30
1671691,2003,30
1671818,2003,30
1671824,1994,18
1671860,2000,33
1671947,1964,46
1671973,2001,48
1672093,2002,28
1672117,1996,58
1672221,2003,30
1672290,2003,30
1672827,2003,30
1672832,1996,44
1672834,2003,30
1672960,1956,79
1673072,1996,44
1673292,2002,28
1673319,1983,83
1673874,1964,46
1673904,1995,77
1673904,1996,16
1673904,2004,108
1673904,2005,17
167410,2003,30
1674112,2002,97
1674265,2003,30
1674407,2000,33
1674620,1965,104
1674690,2003,30
1674742,2002,97
1674777,1994,18
1674787,2002,28
1674916,2002,28
1675063,1965,104
1675159,2002,28
1675260,1996,58
1675429,1996,58
1675479,1965,104
1675511,1956,79
1675522,1983,83
1675676,2004,8
1675837,2003,30
1675950,1994,18
1676067,2003,30
1676417,2002,28
1676423,1952,47
1676423,2002,52
1676513,1952,76
1676513,1983,83
1676513,2002,97
1676513,2003,30
1676674,2003,30
1676869,2003,30
167714,2003,30
167759,1996,58
167763,2003,30
1677756,2003,30
1677782,2003,30
1677989,2004,8
1678032,2002,28
1678672,2002,28
167876,1995,77
167876,2002,28
1678969,2003,30
1678976,2000,33
1679065,1964,46
1679094,2002,28
1679274,2004,8
1679534,2002,28
1679633,2000,33
1679745,2003,30
1679912,2003,30
1679928,2003,30
1679963,2003,30
1679999,1952,76
1680230,1983,83
1680367,2003,30
168038,2003,30
1680398,1964,46
1680398,1996,58
1680684,2002,28
1681027,2002,28
1681087,2003,30
1681124,1996,58
1681124,2002,28
1681133,2000,33
1681299,2002,28
1681382,1956,79
1681382,2000,33
1681423,2002,97
1681423,2003,30
168190,1983,83
1681959,2003,30
1682169,1952,76
1682169,2003,30
1682186,1994,18
1682186,2004,8
1682394,2004,68
1682451,1983,83
1682587,2002,28
1682604,2003,30
1682651,1994,18
1682749,1956,79
1682749,1995,57
168283,2003,30
1682876,2002,28
1682908,2004,8
1683055,2002,52
1683159,1999,45
1683196,2001,48
1683208,2004,8
1683247,1983,83
1683412,2003,30
1683507,2004,8
1683529,1996,44
1683604,2003,30
1683667,1994,18
1683683,2003,30
1684036,2003,30
1684177,2004,56
1684232,2000,33
1684328,2004,8
1684416,1956,79
1684428,2003,30
1684429,1995,57
1684539,1983,83
1684613,2003,30
1684795,2003,30
1684811,2002,97
1684811,2003,30
1684894,2003,30
1684916,2003,30
1685050,2002,97
1685055,1964,46
1685083,1997,3
1685089,1964,46
168516,2004,68
1685327,2002,28
1685331,1996,58
1685361,1995,77
1685396,2003,30
1685538,2002,28
1685667,2003,30
1685698,1996,58
1685715,1983,83
1685715,2003,30
1685886,2003,30
1685948,1995,77
1685948,2003,30
1685961,2003,30
1685995,2002,28
1686167,2002,28
1686222,1995,57
1686565,2002,28
1686741,2003,30
1687095,2003,30
1687201,1994,18
1687227,1997,3
1687256,1996,58
1687256,2002,28
1687263,1965,104
1687310,1964,46
1687310,1996,58
1687386,2003,30
1687671,2003,30
1687741,1994,18
1687862,2003,30
1687926,1995,57
168811,2002,28
1688193,1996,58
1688225,2002,"28,97"
1688233,2003,30
1688249,2002,28
1688256,2002,28
1688256,2004,8
168827,2003,30
168828,1996,44
1688360,2002,28
1688478,2003,30
1688654,2003,30
1688727,2004,26
1689120,1996,58
1689153,2003,30
1689425,2002,28
1689439,1997,3
1689590,2004,"32,68"
1689666,2003,30
1689755,2002,97
1690077,2004,32
169027,2003,30
1690399,2002,28
1690571,1995,77
1690682,2002,"28,84"
1690745,2003,30
1691189,2002,97
1691196,2004,8
169126,1997,3
1691277,1994,18
1691323,2004,8
1691347,2003,30
169158,1964,46
1691583,2002,28
1691746,1996,44
1691893,2003,30
1691941,1956,79
1692001,2002,97
1692152,1994,18
1692152,2002,28
1692152,2004,68
1692220,2002,28
1692249,2001,48
1692390,2003,30
1692459,2003,30
1692897,1956,79
1693002,2002,28
1693079,2002,28
1693122,1994,18
169316,1996,"44,58"
169316,2002,28
1693257,2003,30
1693347,1994,18
1693629,1965,104
1693711,1983,83
1693902,2002,28
1693902,2003,30
169391,1965,104
1694083,2003,30
1694338,2002,28
1694402,1983,83
1694423,1983,83
1694632,1983,83
1694695,1996,58
1694769,2003,30
1694830,2000,33
1694830,2002,52
1694872,1983,83
1695030,1952,76
1695287,1964,46
169533,2002,28
1695394,2004,68
1695592,2000,33
1695599,2002,28
1695685,2000,33
1695701,2003,30
1695701,2004,68
1695827,2003,30
1695884,2000,33
1696002,1996,58
1696063,2002,28
1696181,2002,52
1696233,2000,33
1696273,1952,47
1696308,1995,77
1696514,2004,32
169670,2003,30
1696725,1956,79
1696726,1956,79
1696775,1952,76
1697078,1983,83
1697101,2003,30
1697106,1983,83
1697122,2003,30
169713,2002,28
1697362,2002,28
1697559,1996,58
1697818,2000,33
1698112,2003,30
1698123,1965,104
1698262,2003,30
1698528,2003,30
169854,2002,52
1698688,2002,28
1698728,2003,30
1698900,2003,30
1698904,2005,17
1698921,2003,30
1698989,2002,28
1699043,2003,30
1699170,1995,77
1699224,2002,28
1699606,1983,83
1699606,1996,"58,78"
1700035,2002,97
1700286,1996,58
1700308,2003,30
1700515,2003,30
1700556,2000,33
1700556,2003,30
1700625,2002,97
1700671,1983,83
1700811,2003,30
1700877,2004,68
1701074,1983,83
1701220,2003,30
1701231,2000,33
1701322,2002,28
1701418,2003,30
1701432,1996,78
170152,2000,33
1701743,1996,58
1701815,2003,30
1702055,2000,33
1702297,2002,28
170248,1996,"58,78"
170248,2003,30
1702543,2002,28
1702570,2003,30
1702690,2003,30
170271,2002,28
1702753,2003,30
1702974,2004,32
1703083,2004,32
170321,2002,28
170321,2003,30
1703363,1956,79
17035,2003,30
1703550,1994,18
1703631,2002,97
1703642,2003,30
1703668,2002,28
1703668,2003,30
1703755,2004,68
1703803,2002,28
1703879,1995,57
1704016,1983,83
1704016,2003,30
1704554,1964,46
1704554,2001,48
1704775,2003,30
1705097,1964,46
1705115,2003,30
1705148,2004,8
1705196,2004,68
1705201,1964,46
1705283,1952,76
1705361,2002,28
1705392,1956,79
1705407,2002,28
1705409,1956,79
1705410,2003,30
1705743,1996,58
1705964,2005,17
1706235,2003,30
1706364,1956,79
1706716,2002,28
1706740,2003,30
1706831,1996,58
1706831,2001,48
1706974,2004,8
1707182,1996,58
1707182,2003,30
1707320,2003,30
1707448,2003,30
1707462,1994,18
170759,1996,44
1707687,2003,30
1707753,1983,83
170794,2002,52
1708200,2003,30
1708283,2003,30
1708348,2003,30
1708356,1983,83
1708435,2002,28
1708554,1994,18
1708753,2003,30
1708765,1995,77
1708797,1952,76
1708934,2000,33
170899,2002,28
1709021,2003,30
1709349,2002,97
1709555,1996,58
1709669,2001,48
1709669,2003,30
1709921,1952,76
1709963,2002,28
1710165,2004,32
1710190,2000,33
1710237,1983,83
1710237,1994,18
1710760,2002,28
1710932,2002,52
1711294,2003,30
1711346,2004,32
1711346,2005,17
1711505,1983,83
1711575,2003,30
1711581,2004,32
1711679,2003,30
1711914,2003,30
1711975,1994,18
1711999,2002,28
1712025,2004,8
1712165,2000,33
1712314,2002,28
1712386,2003,30
1712417,2002,28
1712563,2003,30
171258,1994,18
1712921,2003,30
1713025,1994,18
1713166,1983,83
1713222,2003,30
1713371,1983,83
1713587,1996,78
1713604,1996,58
1713604,2001,48
1713604,2002,28
1713708,2002,28
1713731,2003,30
1713873,1996,58
1713873,2003,30
1714022,2003,30
1714054,1956,79
1714054,2000,33
1714276,1983,83
1714475,2000,33
1714584,2003,30
171468,2002,28
1714721,2004,8
1715440,2002,28
1715522,1996,58
1715670,2003,30
1715766,1956,79
1715887,2002,28
1716342,2002,28
1716364,2002,28
1716427,2002,28
1716519,2003,30
1716520,2000,33
1716556,2003,30
1716677,1995,77
1716771,1994,18
1716822,2002,28
1716822,2003,30
1716874,2002,28
1716874,2003,30
1716910,1996,44
1716982,2002,28
1717002,1983,83
1717032,2002,28
1717305,1996,58
1717425,2003,30
1717569,1996,44
171757,2003,30
1717619,2002,28
1717619,2003,30
1717675,2003,30
1717896,2002,28
1717896,2003,30
1717926,1964,46
1718077,2003,30
1718096,1983,83
1718141,1994,18
1718212,2003,30
1718242,1995,57
1718511,2000,33
1718526,1956,79
1718691,2003,30
1718744,2003,30
1718867,2003,30
1719062,2002,28
1719118,2004,32
1719243,2003,30
1719285,2000,33
1719484,2003,30
1719571,2003,30
1719610,2002,28
1719809,2004,32
1719966,1964,46
1719966,2003,30
1719966,2004,8
1719990,2001,48
1720027,1964,46
1720035,2003,30
1720041,1996,58
1720155,2003,30
1720179,2003,30
1720220,2003,30
172031,2003,30
172031,2005,17
1720313,2005,17
1720353,2002,28
1720484,2003,30
172061,1996,44
1720654,2003,30
1720695,1994,18
1720701,2003,30
1720805,1983,83
1720844,1952,47
1720844,1965,104
1720844,1983,83
1720844,1996,44
1720844,2003,30
1720861,2001,48
1720884,1952,76
1721400,2003,30
1721412,1952,76
1721432,2003,30
1721648,1995,57
1721675,2004,8
1721688,2002,28
1721688,2003,30
1721692,2003,30
1721709,1983,83
1721709,2002,97
1721731,2000,33
1721770,2002,28
1721770,2003,30
1721918,2003,30
1721994,2004,68
1722054,1995,77
1722054,1999,45
1722093,2003,30
1722097,2003,30
1722103,2004,32
1722131,1952,76
1722187,2003,30
1722278,2001,48
1722298,2003,30
1722329,1994,18
1722512,2003,30
1722588,1997,3
1722955,1983,83
1723068,1964,46
1723227,2002,28
1723350,2003,30
1723385,2002,28
1723416,2001,48
1723456,2003,30
1723582,1996,58
1723621,2002,28
172377,1964,46
1724142,1994,18
1724142,2002,28
1724286,2002,28
1724291,1994,18
1724345,2002,97
1724380,2002,97
1724715,2002,28
172474,1956,79
1724752,1983,83
1724818,2000,33
1724821,1983,83
1724821,1994,18
1724864,2003,30
1725015,1994,18
1725021,2000,33
1725021,2003,30
1725138,2002,28
1725226,1983,83
1725226,1994,18
1725226,2003,30
1725248,2002,28
1725268,2002,28
1725519,1994,18
1725519,2003,30
1725588,1956,79
1725635,2001,48
1725705,1996,16
172575,2003,30
1725838,1996,58
1725868,2002,28
1726144,2002,97
1726223,1964,46
1726226,2002,28
172630,1952,76
1726416,1996,44
1726521,2003,30
1726859,2003,30
1726894,1996,58
1727111,2003,30
1727192,2000,33
1727197,2000,33
1727232,1964,46
1727288,2003,30
1727342,1996,44
1727384,2003,30
1727410,2002,28
1727410,2003,30
1727491,2002,28
1727554,2003,30
1727813,2000,33
1727813,2004,68
1728104,2000,33
1728122,2000,33
1728133,1983,83
1728270,1964,46
1728337,1996,58
1728468,2003,30
1728677,2002,28
1728686,2004,8
17288,2000,33
1728935,1995,55
1728935,1996,58
1729265,2002,28
1729476,2002,28
1729518,1995,77
1729518,1996,16
1729738,2002,28
1729739,1996,58
1729768,2003,30
1729821,1995,57
1730067,1996,44
1730369,1964,46
1730537,1964,46
1730619,2003,30
1730627,2003,30
1730699,1956,79
173086,1999,45
1730887,2003,30
1730949,2004,68
1731102,1964,46
1731144,2003,30
1731174,1995,57
1731284,2003,30
1731311,2002,28
1731382,2003,30
1731410,2003,30
1731449,1952,47
1731449,2002,28
1731464,1964,46
1731543,1952,76
1731543,1995,55
1731823,1996,58
1731826,1996,58
1731838,2003,30
1731888,2002,28
1732130,2002,28
1732340,1983,83
1732397,2003,30
1732425,2003,30
1732623,2004,8
1732941,2004,8
173301,1964,46
1733012,2003,30
1733123,1995,77
1733289,2001,48
1733289,2002,28
1733326,2004,26
173337,1995,77
1733417,2002,28
1733459,1996,44
1733459,2003,30
173349,1995,77
1733650,2000,33
1733776,2002,28
1733925,2002,28
1733925,2003,30
1733998,2002,28
1734031,2003,30
1734103,2003,30
1734103,2004,26
173424,2002,28
1734467,2002,28
1734512,1983,83
173463,2003,30
1734644,2004,8
1734748,1964,46
1734748,1996,58
1734867,2003,30
1734945,2002,52
1734960,1983,83
1734960,2003,30
1735057,2003,30
1735295,2003,30
1735424,1983,83
1735517,2003,30
1735557,2003,30
1735594,2002,28
1735705,1995,77
173571,2004,56
173583,1995,77
1736083,1983,83
173613,2002,28
1736179,2002,28
1736191,2003,30
1736256,2003,30
1736278,2003,30
1736306,1964,46
1736437,1983,83
1736474,1983,83
1736534,2002,28
1736602,2004,56
1736800,2003,30
1736800,2004,32
1736939,1996,58
1737030,1956,79
1737149,1952,76
1737149,1994,18
1737149,1995,77
1737149,2001,48
1737152,2003,30
1737176,2003,30
1737191,1994,18
1737529,1983,83
1737862,2000,33
1737886,2000,33
1737894,2002,52
1737920,2002,28
1737920,2003,30
1737968,2002,28
1738133,1956,79
173816,1952,76
1738672,2003,30
1738750,2002,97
1738800,2003,30
1738851,1994,18
1739013,2003,30
1739062,2004,8
1739082,2004,68
1739115,2003,30
1739130,2004,8
1739296,1996,44
1739440,1995,57
1739648,2002,84
1739691,1996,58
1739691,2003,30
1739801,2002,28
1739802,2003,30
1739812,1983,83
1739812,2002,97
1740208,2002,28
1740220,2003,30
1740307,2000,33
1740380,1952,76
1740600,2000,33
1740618,2002,28
1740681,1964,46
1740681,1983,83
1740681,1996,44
1740732,1952,76
1740800,1997,3
1740987,1983,83
1740987,2000,33
1741099,1956,79
1741099,1965,104
1741099,2003,30
1741182,2002,28
1741802,1956,79
1741931,1952,76
1742042,1994,18
1742103,1995,77
174230,2000,33
1742381,2003,30
1742654,2004,32
1742698,2000,33
1742740,2004,32
1743012,2003,30
1743087,2004,68
1743100,2003,30
1743131,1996,58
1743162,2002,28
1743209,1996,58
1743210,1996,58
1743210,2002,28
17433,1994,18
17433,1996,44
174350,1964,46
1743515,1983,83
1743595,2003,30
174368,1996,58
1743758,2003,30
1743816,1952,76
1744020,2000,33
1744075,2002,28
1744253,2004,68
1744407,1996,44
1744513,2000,33
1744528,2002,28
1744594,1999,45
1744594,2004,"8,32"
1744915,1983,83
1744939,1996,58
1744941,2003,30
1744953,2000,33
17451,1983,83
1745100,1965,104
1745100,2003,30
1745107,1996,58
1745302,2003,30
1745391,2002,52
1745391,2003,30
1745399,2000,33
1745470,2000,33
1745577,1996,58
1745577,2002,"28,52"
1745577,2003,30
1745577,2005,17
1745870,2003,30
1745936,1996,58
1746049,1964,46
1746049,2003,30
1746053,2002,97
1746053,2003,30
1746121,2003,30
1746258,2003,30
1746335,2004,26
1746335,2005,17
1746614,2000,33
1746668,1952,76
1746745,2002,97
174677,2003,30
174705,2003,30
1747111,1964,46
1747111,2004,8
1747154,2004,8
1747163,2003,30
1747179,1964,46
1747244,2004,8
1747393,2003,30
1747416,1994,18
174760,2004,8
1747640,2002,28
1747818,1965,104
1747818,1996,44
1747818,2002,28
1747911,1983,83
174836,2003,30
1748433,2003,30
1748702,2004,8
1748880,1983,83
1748880,2003,30
1748915,2000,33
1749017,2002,28
1749209,2003,30
1749255,1995,77
1749604,2002,28
1749637,2003,30
1749717,2000,33
1749866,2000,33
175025,1964,46
175025,2002,28
1750276,2002,28
1750288,1995,77
1750288,2002,28
1750374,1995,57
1750461,2003,30
1750484,2001,48
1750636,2002,28
1750778,2002,28
175094,2002,97
175094,2003,30
17510,2004,8
1751098,2003,30
175138,1996,58
1751397,2003,30
1751508,2000,33
1751529,1995,77
1751529,2002,28
1751557,1983,83
1751577,2004,68
175184,2002,28
1752018,1996,44
1752161,2003,30
1752360,1996,58
1752360,2002,97
1752602,2003,30
1752615,2002,28
1752789,2004,8
1753001,2000,33
1753392,2003,30
1753467,2001,48
1753471,2003,30
1753638,1995,57
1753716,2000,33
1753736,2002,28
1753758,1964,46
1753758,2000,33
1753761,1996,58
1753825,1996,58
1753896,2002,28
1754016,1994,18
1754027,1983,83
175404,1995,77
1754091,2003,30
175410,1983,83
1754146,2002,28
1754192,1964,46
1754295,1983,83
1754302,2003,30
1754447,2004,32
1754481,2004,8
1754503,2004,8
1754529,2003,30
1754537,1983,83
1754537,2003,30
1754654,1999,45
1754654,2003,30
1754657,2003,30
1754814,1995,77
1754814,1996,58
1754889,2002,28
1755144,2000,33
1755160,1996,16
1755238,2002,28
175546,1996,78
175546,2002,28
1755550,1995,57
1755552,1996,44
1755612,2002,97
1755630,2003,30
1755672,2003,30
1755824,1952,47
1755824,1956,79
1755852,1996,44
1755894,2002,28
1756057,2003,30
1756098,1994,18
1756261,2003,30
1756385,2003,30
1756407,2000,33
1756427,1996,58
1756480,2002,28
1756542,2003,30
1756596,2003,30
1756597,1997,3
1756698,2003,30
1756740,2002,97
1756761,2002,28
1756796,1983,83
1756804,2003,30
1756823,1956,79
1756878,2000,33
175695,2004,26
1756966,2002,28
1757132,1964,46
175726,2003,30
1757385,1956,79
1757385,2000,33
1757417,2003,30
175746,2002,28
1757505,2002,28
1757621,2004,32
1757969,2003,30
1757997,2003,30
1758002,1964,46
1758028,2003,30
1758120,2002,28
1758258,2002,97
1758289,2002,28
1758378,2003,30
1758409,2002,28
175842,1995,77
1758524,2000,33
1758525,1996,44
1758572,2000,33
175858,2003,30
1758770,2002,"52,97"
1758867,2003,30
1759045,1995,57
1759285,1952,76
175935,1983,83
1759444,2002,28
1759835,2004,32
1759935,2003,30
1760072,2002,28
1760072,2003,30
1760109,2003,30
1760127,2003,30
1760132,2004,56
176046,2000,33
176046,2003,30
1760487,2003,30
1760778,2000,33
1761122,2003,30
1761177,1994,18
1761208,2002,28
1761324,1995,57
1761480,2002,28
1761694,1996,44
1761705,2003,30
176175,2003,30
176176,2003,30
1761875,1996,58
1761875,2002,28
1761905,2002,28
1761955,2002,52
1761955,2004,8
1762182,2003,30
1762240,1996,44
1762296,2002,97
1762316,1983,83
1762316,2002,28
1762434,2003,30
1762633,1996,58
1762637,2003,30
1762652,2003,30
1762659,2003,30
1762679,2000,33
1762695,2001,48
1762741,2003,30
176283,2002,28
1762998,2003,30
176300,2003,30
176303,2003,30
1763059,2003,30
1763142,1995,77
1763142,2003,30
1763289,2003,30
1763571,2003,30
1763606,2002,28
1763703,1997,3
1763832,2003,30
1763866,2001,48
1763952,2003,30
17643,2002,97
1764451,2003,30
1764471,1995,77
1764491,2001,48
1764520,2002,28
1764804,1996,58
1765047,1996,44
1765078,1996,58
1765144,2003,30
1765211,2000,33
1765211,2004,68
1765294,1995,55
1765301,1956,79
1765357,2003,30
1765368,1952,76
1765368,1983,83
1765381,2000,33
1765381,2002,52
1765490,2000,33
1765490,2004,68
1765497,2003,30
